channelId,title,description,publishedAt,viewCount,subscriberCount,videoCount,topicCategories,country,period_views,period_comments,period_video_count,most_common_video_category,most_common_video_category_name,subs_processed,commenter_count,sub_count
UCDF_o0ZaVoej59FxmY5dEcA,OpTV,"Sveiki atvykę į OpTV, kanalą! 

Jei apie tave nekalba OpTV - tau dar reikia pasistengti!
Apie Lietuvos ir pasaulio politiką, politikus, ""žvaigždes"", pakilimus ir nuopolius, sėkmę ir laikinus pralaimėjimus -  su humoru, linksmai, šmaikščiai, net šaržuojant, bet iš esmės. Mūsų ekspertai nešykšti ironijos, tikslių, aštrių metaforų, kurios padeda perprasti politinės Lietuvos pelkės burbulus akimirksniu.  
žodžio laisvė, tiriamoji žurnalistika, ekspertų ir visuomenės nuomonė, debatai apie Lietuvos, Baltijos šalių ir visos posovietinės erdvės politiką.

APIE MUS
Mūsų komandą subūrę žmonės Rūta Janutienė, Valdas Vasiliauskas ir Vytautas Matulevičius neteko darbo mainstream medijoje, kai paskelbė žurnalistinius tyrimus apie Rusijos įtaką Lietuvos politikai. 

MŪSŲ MISIJA -  laisva, drąsi, išmintinga, smagi viešoji erdvė pasikalbėti apie esminius dalykus. 

",2020-05-12T04:57:47.455628Z,90264698,79000,5356,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,9181593,18838,498,22,Žmonės ir tinklaraščiai,True,3702,7548
UCDgxvfxgqCHwIU8hdH_ruAg,Mr. Bullet,"Welcome to Mr. Bullet's YouTube channel! Discover the innovative world of ""iBots,"" his latest NFT collection blending modern design, luxury, and AI tech. Subscribe for exclusive content and join us in redefining creativity! 
📱 #iBots ☛ https://opensea.io/ibotsprod
© Mr.Bullet, 2024


",2007-07-05T10:45:36Z,12509379,11500,89,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Reggae', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,989579,235,9,10,Muzika,True,79,1508
UCdhTPRhBPs9CtSckvPhrZbw,Bičiuliai,"Dėl koncertų kreipkitės: +3706050176
Koncertuojame miesto šventėse, klubuose, privačiuose vakarėliuose. Gera, linksma ir užvedanti muzika pavers jūsų šventę ypatinga",2020-03-02T11:51:46.652636Z,12216826,12400,20,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,1118183,166,3,10,Muzika,True,107,523
UCdOoN3WOefqtvWor9B7Yyiw,Mokslo sriuba,"Internetinė televizija „Mokslo sriuba"" – tai ne pelno siekianti jaunų žmonių iniciatyva populiarinti mokslą visuomenėje. Mokslas ir technologijos ateina pas tave!",2012-03-13T13:27:36Z,12767351,48300,1317,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Knowledge']",LT,272429,577,74,27,Švietimas,True,276,8613
UCdSfr4yXqQQ24tnmznXGJ2Q,Alytaus gidas,Alytausgidas.lt – pirmas ir populiariausias interneto naujienų bei videoreportažų portalas Dzūkijoje,2012-03-29T08:43:01Z,9339313,10100,2507,['https://en.wikipedia.org/wiki/Society'],LT,329973,241,77,24,Pramogos,True,113,766
UCDuAvQX1CBuYugB0VzW3kgw,KONFLIKTAI,"KONFLIKTINĖS SITUACIJOS

Julius Paškevičius
",2019-12-13T12:44:33.045367Z,3310527,24200,253,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",LT,189020,269,62,23,Komedijos,True,109,3612
UCd_X6pYUoiXLynQN79biVGw,PROTO INDUSTRIJA,"PROTO INDUSTRIJA - laida apie lietuviškus protus ir bepročius, gerąja to žodžio prasme. Mes nagrinėjame verslo įmones, vlog'erius, efektyvius, nestandartiškai mąstančius ir kūrybingus žmones. Mūsų tikslas - kurti kokybišką internetinį turinį, turtinti save ir savo sekėjus, gilinantis į pasiekusių žmonių sėkmes ir nesėkmes.

PRENUMERUOKITE mūsų kanalą Youtube ir sekite mus Facebook: https://www.facebook.com/protoindustrija

Norintys paremti mūsų projektą, tai gali padaryti PATREON platformoje: https://www.patreon.com/protoindustrija

Jei turite klausimų ar pasiūlymų, rašykite mums: info@protoindustrija.lt",2018-01-04T20:33:47Z,9677165,63200,249,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Business']",LT,1447645,1376,21,22,Žmonės ir tinklaraščiai,True,708,8189
UCE3HmKGoLkkZkVDc8x55oVg,ekspertai. TV,"Ekspertai.eu – vienintelis priklausomas tinklalapis Lietuvoje. Tinklalapio valdytoja asociacija „Global Gaze Network“.
",2013-11-25T10:18:41Z,12731998,25100,1074,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,3934436,53244,318,25,Naujienos ir politika,True,4087,4497
UCE7woOlj0S64Eef0lMzv-rA,UBR Team,"Mes esame UBR komanda! Kuriame įvairius video susijusius su automobiliais. Mūsų žinomiausi projektai: ""BMW M5 už 500€""- su 500€ kišenėje pirkdami bei parduodami automobilius pasiekėme savo tikslą - nusipirkome BMW M5 E60. ""KARDANAI IR PUSAŠIAI"" - dvi komandos gavo po 2000€ ir per dvi savaites perekūpindami turėjo uždirbti kuo daugiau pinigų. Negana to, mėgstame realizuoti tai kas netikėtai šauna į galvą - Seat Ibiza pavertėme baseinu , o Renault Megane helovino proga tapo moliūgu .

Nepraleiskite naujienų ir sekite mus YouTube, Facebook ir Instagram platformose - UBR TEAM. 
",2019-03-26T06:45:57Z,31491718,68500,611,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",LT,2140227,3704,62,2,Automobiliai ir transporto priemonės,True,1335,11383
UCeh-LKZdJzMRyTB-iSjvKHw,LTU Republic 2,Čia tikras LTU Republic?,2016-09-05T21:52:55Z,5695091,39000,145,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,251588,354,6,20,Žaidimai,True,257,5905
UCekX_LmtbFG6mbZ_5n3pAnA,tikriejiZAS,"oficialus ŽAS youtube kanalas
official youtube channel of Lithuanian music band ŽAS (ZAS)",2010-12-21T21:42:01Z,11177685,10800,62,"['https://en.wikipedia.org/wiki/Rock_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,358574,157,2,10,Muzika,True,119,1386
UCelxKSvh03EOTzlPB3_GNJg,Mantas Stonkus,"Sveiki atvykę, aš Mantas Stonkus aktorius, komikas ir tėvas dviejų. Čia mano kanalas, kuriame rasite: 
- Vlogai iš asmeninio gyvenimo
- Comedy sketch'ai
- Kūrybiniai spektaklių ir standup'o procesai, renginių užkulisiai
- Kelionių vaizdai, įspūdžiai, maistas
- Laidos
Jei kažkas pasikeis, pranešiu. Ačiū, kad žiūrite!
",2015-08-11T18:27:06Z,5830017,62600,66,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,1852758,2129,20,23,Komedijos,True,1377,13853
UCENG8DTPvfImIGAs9lxc0yg,Vikkyxo,"Sveiki! Esu Viktorija kontento kureja socialiniuose tinkluose. Man yra 28 metai ir esu dvynuku Milanos ir Mayson mama. Gyvenam UK jau 15 metu. Šiam kanale dalinuosi savo kasdienybe ir gyvenimu UK , jei patinka mano video prisijunk ir prenumeruok ši kanala! ❤️

---Kaip mane rasti : 
Instagram @vikkyxo  https://www.instagram.com/vikkyxo/?hl=en
Tiktok https://www.tiktok.com/@__vikkyxo?_t=8pk2YDeD4bZ&_r=1


connect via email / 
e-mail: vikamails96@gmail.com & 
vikkyxo@yahoo.com 

Ačiu, kad esat su manimi 🥰🦋",2012-07-10T19:28:59Z,3401170,14900,370,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,210958,541,24,22,Žmonės ir tinklaraščiai,True,185,784
UCESoik0OImHC9MuCb4f-ukg,Nėra ką žiūrėti,"Kanalas ""Nėra ką žiūrėti"" susikurė iš neturėjimo ką žiūrėti tam, kad daugiau nebūtų taip, kad nebūtų ką žiūrėti. Prisijunkite prie nėra ką žiūrėtojų gretų spusteldami sabscraibinimo mygtukėlį. Ačiū labai ir smagiai Jums kažką pažiūrėt!",2021-01-14T10:01:39.213698Z,9726987,45300,174,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Entertainment']",LT,709202,694,9,24,Pramogos,True,449,11355
UCF65Qc9bPx7rV2Z1Nq-z5NA,Mokytojas - ūkininkas Tomas Samalius,"Esu fizikos ir informacinių technologijų mokytojas. Šiuo metu bandau sukurti šilauogių ūkį, visą procesą filmuoju ir talpinu youtube.
Kanale taip pat yra vaizdo įrašai fizikos ir informacinių technologijų tematika.
",2014-10-30T13:42:49Z,1342030,11500,167,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge']",LT,215973,1661,29,22,Žmonės ir tinklaraščiai,True,455,1826
UCffk0-fAK4iU2-I7xQA3Ksg,GJan,"Singer & songwriter, artist + nature lover 🌱🌎🎵
",2010-11-24T09:35:45Z,123734597,153000,47,"['https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,2332742,282,5,10,Muzika,True,207,9176
UCftf9_oBkjFawes3MbsDeRw,Betsafe-LKL TV,"Oficialus Lietuvos krepšinio lygos TV kanalas.
Official Lithuanian Basketball League Channel.",2013-09-06T10:47:14Z,40328396,33600,10026,"['https://en.wikipedia.org/wiki/Basketball', 'https://en.wikipedia.org/wiki/Sport']",LT,1281452,1895,246,17,Sportas,True,633,4691
UCF_n3ZgqJnoaAqSGmdBieiQ,Krebždesys,"Turime mašinas, norime parodyti mūsų auto kultūra.



For business inquiries: simonas_ivanovas@yahoo.com",2016-09-22T15:30:25Z,14774230,53200,311,"['https://en.wikipedia.org/wiki/Motorsport', 'https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Sport']",LT,345798,728,20,2,Automobiliai ir transporto priemonės,True,371,7835
UCG4us5gyFFnVbuE_jy7FjtQ,Darius Žaidžia,,2011-04-17T10:19:16Z,33880598,98800,868,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Simulation_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Strategy_video_game']",LT,167690,778,19,20,Žaidimai,True,449,5445
UCgG6-eQtPhAdr3GxYEN0HJw,Edvisss,"Mano vardas yra Edvinas, nors labiau esu žinomas kaip ""Edvisss"" arba tiesiog Edvis. Jeigu pirmą kartą mane atradote, tai trumpai - pagrinde kanalas orientuotas į žaidimus, tačiau pasitaiko ir vlogų, kelionių, montažų - ar net visokiausio maisto/gėrimų ragavimų! Žodžiu, pasitaiko labai įvairaus turinio :)

● Discord Serveris: https://discord.gg/edvisss
● Instagram: https://www.instagram.com/edvisss_/
● TikTok: https://www.tiktok.com/@edvisss_official

Ir žinoma jeigu kanalas sudomino, tai spustelkit tą gražų raudoną mygtuką prenumeruoti! :P
",2010-11-07T18:26:56Z,167998617,168000,1847,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Simulation_video_game']",LT,8331263,22688,147,20,Žaidimai,True,8271,8512
UCGGIvPZYmLA3NeBWVAvZPaw,Deividas Bastys,Dėl koncertų kreiptis tel. +37063167361,2009-11-08T09:30:09Z,17747705,16400,63,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,449437,232,2,10,Muzika,True,92,895
UCgIz8LhjMkloTrSNVP4pvPA,Rokas Yan,,2013-07-03T19:17:49Z,36740811,24400,17,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,10099632,1098,5,10,Muzika,True,827,2348
UCGmWhZyaoEL7ZAIPCy05sVA,Sheras Zyske,"instagram - @sheraszyske
tiktok - @sheraszyske
",2011-07-11T12:00:06Z,107294462,118000,337,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Motorsport']",LT,93167241,2698,67,17,Sportas,True,2149,321
UCgrARHFsPZbciBu10Y5425Q,Pagal Jurgį,"Esu verslininkas Jurgis Adomavičius. Man pavyko ne tik sukurti verslą, bet ir išplėsti jį į kitas šalis. Perėjau daug verslo etapų ir susidūriau su daug iššūkių, ne tik profesinių, bet ir asmeninių. Verslui augant, jų tik daugėja. Bet kartu auga ir įgytos patirties, išspręstų problemų, pasiektų tikslų ir įgyvendintų idėjų portfelis.
 
YouTube kanale ""Pagal Jurgį""  atskleidžiu visą tiesą apie savo verslo užkulisius. Tai, kas ten vyksta, yra ne tik mano, bet ir kiekvieno verslininko kasdienybė. Problemos. Iššūkiai. Sprendimų paieškos. Progreso stebėjimas. Pinigai ir jų valdymas. Motyvacija. Laikas šeimai. Asmeniniai siekiai. Ir, žinoma, automobiliai.
 
Dar kalbinu įdomius žmones. Klausinėju apie jų verslą, domiuosi jų įžvalgomis ir pritaikau jas savo tikslams pasiekti.
Tai  autentiškiausias kanalas apie verslą: čia nėra surepetuotų epizodų ar atidirbtų klausimų, apie visas sėkmės ir nesėkmes kalbu atvirai ir be užuolankų. Jei jums tai įdomu - prenumeruokite!
",2017-12-09T18:05:13Z,4204500,23400,555,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,273595,1153,56,22,Žmonės ir tinklaraščiai,True,470,4446
UCGxTKPFUVEI5iVp7M9fQbCw,Skill4ltu Extra,"2nd WoT YT channel of Skill4ltu, for all the mid tier gameplay you could ever want!",2021-10-27T11:14:40.622449Z,13315301,52200,615,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game']",LT,1745811,3949,86,20,Žaidimai,True,1856,1678
UCHeeV7aYglZc6jd5y3IPECA,Autoplius.lt,"Lankomiausias transporto skelbimų portalas Lietuvoje! https://www.autoplius.lt
Sekite Autoplius.lt Instagram: https://www.instagram.com/autoplius.lt",2014-02-03T08:45:24Z,14220553,22000,515,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",LT,251939,414,33,2,Automobiliai ir transporto priemonės,True,177,3554
UCHfPkYmMT9RNyHH8zMZ9R1g,Važiuojam AUTO,"www.facebook.com/AutoPatikros

IŠSIRINKTO PIRKTI AUTOMOBILIO patikra profesionalia įranga, kėbulo paruošimo patikra, kompiterinės diagnostikos atlikimas, automobilio ridos ir nusidėvėjimo nustatymas

NORIMO PIRKTI AUTOMOBILIO INDIVIDUALI PAIEŠKA. Surasime Jums patį tvarkingiausią ir geriausią automobilį pagal kiekvieno poreikius

TURIMO AUTOMOBILIO PARDAVIMAS. Parduosime Jūsų automobilį pačia geriausia rinkos kaina. Pasirūpinsime automobilio estetine išvaizda, skelbimais, visais reikalingais dokumentais bei video medžiaga

PADEDAME ĮMONĖMS ĮSIGYTI REIKALINGĄ TRANSPORTĄ. Surasime ir patikrinsime Jums reikalingas transporto priemones įmonės plėtrai ar kitiems poreikiams. Išrinksime pačius geriausius variantus nereikalaujančius investicijų. Paruošime pilnai eksploatacijai, praeisime tech apžiūros patikras ir išleisime Jus ar Jūsų darbuotojus į saugias keliones.



",2018-04-30T19:47:45Z,1150685,11600,236,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,536085,1716,119,22,Žmonės ir tinklaraščiai,True,694,2136
UChmbvGtjGOFvNE-IAHbAZZw,Dapa Deep,,2012-11-29T14:48:15Z,298966107,450000,215,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Electronic_music']",LT,1878168,1719,22,10,Muzika,True,800,3194
UChrJ09nCp7pp2pqp0SgJdNQ,Negyvas Eteris,"Įspėjimas: Šios laidos turinys skirtas asmenims, sulaukusiems 18 metų, kurie pagal galiojančius LR įstatymus turi teisę naudotis tokio pobūdžio informacija.
Jei jums nėra 18 metų, prašome neatidaryti vaizdo įrašų „Negyvas eteris“ kanale. Jei jums jau yra 18 metų, žiūrėdami vaizdo įrašus „Negyvas eteris“ kanale, patvirtinate, kad vaizdinė ir grafinė informacija bus skirta tik jūsų asmeniniam naudojimui ir saugoma nuo nepilnamečių.

""Vėl Tie Patys..."" - podkastas su Mantu Katleriu, Rolandu Mackevičium ir Mantu Stonkum.",2019-10-01T13:50:40Z,129648405,193000,637,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",LT,13050511,10505,88,22,Žmonės ir tinklaraščiai,True,4131,24655
UChsTN0Rfpq22Quu3ANClLgA,LaisvėsTV X,"„Laisvės TV X"" – lietuviškas YouTube kanalas!

Sek mus:
🟣  Prenumeruok kanalą: http://bit.ly/SubLTVX
🟣  Instagram'e: https://www.instagram.com/laisvestvx/
🟣  Facebook'e: https://www.facebook.com/laisvestvx
🟣  TikTok'e: https://www.tiktok.com/@laisvestvx

",2017-10-06T11:32:02Z,37333247,124000,955,"['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,2258337,2603,47,24,Pramogos,True,1377,16604
UCHyxY7Hy7mhi-QxD7-Oy1fA,jLcs2,,2016-08-30T11:43:57Z,5357371,127000,104,"['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action_game']",LT,4014448,11349,71,20,Žaidimai,True,8546,4311
UCHYZOrUANsJHRIVnj-4qMAQ,LTU Republic,Tas kur Zita ir GTA Reisai,2014-08-01T12:34:15Z,46299973,140000,291,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,311176,297,13,20,Žaidimai,True,222,12093
UCiiIry0ECWg1rvcFAxv8R1Q,Vu Records,,2013-02-17T16:36:48Z,55315382,44200,252,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,745125,209,8,10,Muzika,True,112,2127
UCIiQPgJAKDn8R0_8uHvyjvQ,Edmundas Kučinskas,"EDMUNDAS KUČINSKAS  – vienas populiariausių Lietuvos dainininkų, įrodęs, jog sceną aktyviai šturmuoti ne vėlu sulaukus ir keturiasdešimties. Būtent tiek Edmundui buvo, kai jis 1996 metais įrašė albumą ""Meilės laiptai"" ir užkariavo gerbėjų simpatijas po daugiau nei 10 metų trukusios karjeros pertraukos (8-9 dešimtmečiuose dainavo grupėje ""Nerija"").

Sugrįžęs ir palaikomas lietuviškos muzikos radijo stočių, atlikėjas greitai tapo vyresnės publikos numylėtiniu – melodingos dainos ir puikūs vokaliniai duomenys užkariavo klausytojų simpatijas.

Per dešimtmetį 9-nis albumus išleidęs atlikėjas daug koncertuoja, du sykius (2004 ir 2006 m.) buvo tarp Eurovizijos atrankos favoritų, taip pat sukūrė vaidmenį Klaipėdos muzikinio teatro spektaklyje ""Paryžiaus katedra"".

Antano Šabaniausko premija apdovanotam vokalistui netrūksta veiklos - jis yra Klaipėdos miesto tarybos narys, taip pat populiarios TV3 laidos „Penktadienio muzikos šou“ vedėjas.",2017-11-13T13:52:41Z,13759379,13900,126,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,701061,329,3,10,Muzika,True,272,853
UCIQ0kNyV_ZtqAqXMjFXk_zA,Eltis LT,"Elektriko kanalas, apie elektros montavimus.
El. paštas:  info@eltis.lt
Tel. +370 683 46 901 
Mūsų tinklalapis: https://www.eltis.lt
Mūsų Instagram : https://instagram.com/eltis_lt?igshid=YmMyMTA2M2Y=
Mūsų dar vienas Instagram: https://instagram.com/lukas_eltis.lt?igshid=YmMyMTA2M2Y=
Sekite mus Facebook : https://www.facebook.com/eltis.lt/
Mūsų Patreon : https://www.patreon.com/Eltis
Mūsų Contrebee : https://contribee.com/eltis
",2019-10-01T04:29:54Z,1901575,11200,180,"['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,163385,792,27,22,Žmonės ir tinklaraščiai,True,262,2077
UCIVhrAjaVwWMBnGi3fD79eA,Diana ir draugai,"Sveiki visi. Mano vardas Diana! Noriu pasidalinti savo epiniais nuotykiais, problemomis ir parodijomis, istorijomis apie mokyklą, apie pirmąją meilę, išdavystę ir draugystę. Su manimi visada bus smagu. Sveiki atvykę ❤️",2021-11-17T13:25:01.276971Z,55862234,46600,920,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,6401494,16531,287,22,Žmonės ir tinklaraščiai,True,2944,1658
UCJ3I8U0z1SG48jhbpKSbSWA,Aleksandr Lukjanov,"Šiame kanale eksperimentuojame su pinigais, savo pavyzdžiu motyvuoju žmones pradėti investuoti ir jausti saugumą dėl pinigų tiek šiandien tiek ateityje. Jei nori pradėti, bet nežinai kaip - susipažink su turiniu šiame kanale ir pradėk kelionę savo geresnio rytojaus link ;)
",2016-12-31T09:18:08Z,2129357,15500,534,['https://en.wikipedia.org/wiki/Knowledge'],LT,643412,5170,245,27,Švietimas,True,900,2388
UCj5sdOdmY70LG1tIQxgk6nA,Omantas,"""NEJUOKINGA"" Pokalbinė yra laida, kuri suburia du žmones atviram bei nuoširdžiam pokalbiui - kaip namuose.",2014-04-03T13:18:00Z,1516605,54500,75,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,287022,707,34,20,Žaidimai,True,314,9861
UCj9-mhMdqVARMZnkY7F0srw,Martynas Kavaliauskas,"


",2012-11-19T13:22:59Z,13103856,11400,7,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,5594036,721,2,10,Muzika,True,417,966
UCJBpu_3csr7ZsfTWbY11gAA,Tortasis,"pabuciuosiu jei pasubinsi

Pasiekimai:
1 prenumeratorius: ✅
100 prenumeratorių: ✅
500 prenumeratorių: ✅
1000 prenumeratorių: ✅
5000 prenumeratorių: ✅
10k prenumeratorių: ✅
15k prenumeratorių: ❌
20k prenumeratorių: ❌
",2018-09-08T10:59:21Z,2080546,10500,434,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,249960,3022,29,20,Žaidimai,True,1290,1362
UCjC_7hcKPAWHnGOLjjvgzIg,Paulius Samoška,"Apleistos vietos, kelionės ir trauklapiai.",2006-03-22T19:22:56Z,30108755,176000,193,"['https://en.wikipedia.org/wiki/Tourism', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,8890512,33952,42,19,Kelionės ir renginiai,True,9828,29379
UCjhGZL45ttNNc-Klui868eQ,3SUNC,Įsigyk mūsų CD ir MERCH čia: www.3sunc.lt,2013-06-12T09:13:19Z,16755385,24700,87,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",LT,339973,132,4,10,Muzika,True,104,2887
UCJhkoXOQKRwgy9fiPAIQfdQ,cestovas,"Kuriu tai, kas man patinka, ir tuo mėgaujuos:) ",2013-10-11T14:16:04Z,21551785,89000,142,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,1525778,1778,45,24,Pramogos,True,1100,9996
UCjLbOtscFwzSxrKL6zGXPPg,Donny Montell,"Donatas Montvydas (born October 22, 1987), better known by his stage name Donny Montell, is a Lithuanian singer-songwriter who represented Lithuania at the Eurovision Song Contest 2012 and 2016. Donatas Montvydas was born in Vilnius, Lithuania. His mother was a gymnast and his father was a drummer of the a famous hard rock group „Plackartas"". Montvydas' older sister is a professional dancer. His interest in music began at a young age.As a child, Montvydas was highly influenced by artists such as Michael Jackson and rock band Queen and would often impersonate these artists from a young age. He also admires Freddie Mercury for his personality.Montvydas also stated that his father is his biggest inspiration.",2011-05-17T17:35:23Z,68290811,75300,99,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,327545,107,1,10,Muzika,True,94,4005
UCJNrC76wIItdjIYpYp2z2gg,Saulius Prūsaitis oficialus kanalas,Oficialus atlikėjo Sauliaus Prūsaičio YouTube puslapis,2015-01-09T17:18:52Z,101783800,96900,53,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",LT,2023672,378,4,10,Muzika,True,274,5408
UCJSj6uL1lhWyINtLQGJH3SA,SelMusic,► Official SEL YouTube Channel ► Oficialus SEL YouTube kanalas,2017-04-10T01:59:31Z,122901751,85400,226,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Electronic_music']",LT,4448933,1102,5,10,Muzika,True,722,9175
UCJYwnI5j7VPhuKWtzoczWjQ,Hypocrite,Ditirambai Dievui Dionisui,2020-03-19T14:44:19.184807Z,9742373,11000,26,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Hip_hop_music']",LT,1238884,237,5,10,Muzika,True,181,1673
UCk34DAiWZ1hTX9uOKnHgyow,Lrytas.lt,"Lrytas – vienas populiariausių video kanalų lietuviškame internete! Lrytas – tai portalas, kuriame pateikiamos karščiausios naujienos iš Lietuvos ir viso pasaulio. Įvykiai, videonaujienos, verslas, sportas, komentarai, diskusijos ir daugiau.",2014-12-18T11:54:16Z,86871811,75700,32112,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,165525,643,37,25,Naujienos ir politika,True,342,5236
UCk9M329cK-P8FBaCc73TUvg,2Kvėpavimas,,2016-04-09T18:11:51Z,73648472,42900,33,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,4856394,390,6,10,Muzika,True,289,4073
UCKbE0fxHvMcwFLtsUd4pwSQ,ErycTriceps,"Full-time streamer/content creator currently grinding CS2, hope you enjoy!",2011-05-21T17:50:01Z,36638630,331000,1034,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game']",LT,786476,1321,118,20,Žaidimai,True,800,463
